Cancer_type	Regulatory_element	Cell_or_tissue	Factor	GEO_Sample_ID_or_ENCODE_file_ID	GEO_Series_ID_or_ENCODE_experiment_ID	PMID	Title	SRA_run_ID	Input_GEO_Sample_ID	Input_SRA_run_ID	File_URL
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027342	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609610,SRR609611	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027342_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027346	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609618,SRR609619	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027346_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1027347	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609620,SRR609621	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1027347_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1102740	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR787393,SRR787394,SRR787395,SRR787396	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1102740_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1220602	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR980287,SRR980288	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1220602_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM1220603	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR980289	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM1220603_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM493385	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066140,SRR066141,SRR066142	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM493385_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM530655	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066165,SRR066166,SRR066167	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM530655_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665810	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097561,SRR097562	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665810_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665816	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097574,SRR097575	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665816_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665821	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097585,SRR097586	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665821_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665822	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097587,SRR097588	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665822_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665829	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097601,SRR097602	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665829_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665833	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097609,SRR097610	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665833_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM665834	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR097611,SRR097612	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM665834_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701494	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171507,SRR171508	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701494_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701502	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171520	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701502_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701511	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171534	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701511_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM701515	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171540,SRR171541,SRR171542	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM701515_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701517	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171545,SRR171546,SRR171547	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701517_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701519	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171550,SRR171551	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701519_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701529	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171564	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701529_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM701532	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR171567	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM701532_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-glomerular-epithelial-cells	DNase-seq	GSM736499	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231120	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-glomerular-epithelial-cells_GSM736499_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-epithelial-cells	DNase-seq	GSM736527	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231150	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-epithelial-cells_GSM736527_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-proximal-tubule-epithelial-cells	DNase-seq	GSM736539	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231162	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-proximal-tubule-epithelial-cells_GSM736539_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-proximal-tubule-epithelial-cells	DNase-seq	GSM736543	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231166	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-proximal-tubule-epithelial-cells_GSM736543_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-epithelial-cells	DNase-seq	GSM736548	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231171	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-epithelial-cells_GSM736548_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-cortical-epithelial-cells	DNase-seq	GSM736549	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231172	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-cortical-epithelial-cells_GSM736549_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-cortical-epithelial-cells	DNase-seq	GSM736557	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231180	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-cortical-epithelial-cells_GSM736557_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-glomerular-epithelial-cells	DNase-seq	GSM736618	GSE29692	22955617	The accessible chromatin landscape of the human genome	SRR231243	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-glomerular-epithelial-cells_GSM736618_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM774209	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR327478,SRR327479,SRR327480	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM774209_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM774221	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR327507,SRR327508	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM774221_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM817159	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352512,SRR352513,SRR352514	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM817159_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM817163	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352528,SRR352529	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM817163_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817176	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352585,SRR352586	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817176_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM817180	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352593,SRR352594	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM817180_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM817181	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352595,SRR352596	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM817181_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817190	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352614,SRR352615	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817190_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817202	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352640,SRR352641	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817202_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817203	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352642,SRR352643	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817203_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817210	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352671,SRR352672,SRR352673,SRR352674,SRR352675,SRR352676,SRR352677	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817210_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM817211	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR352678,SRR352679,SRR352680,SRR352681,SRR352682,SRR352683,SRR352684,SRR352685	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM817211_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Renal-cortical-epithelial-cells	DNase-seq	GSM849027	GSE26328	22955618	An expansive human regulatory lexicon encoded in transcription factor footprints	SRR390205	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Renal-cortical-epithelial-cells_GSM849027_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM878629	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR412348,SRR412349,SRR412350,SRR412351	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM878629_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-kidney-tissue	DNase-seq	GSM878666	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR412523,SRR412524,SRR412525	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-kidney-tissue_GSM878666_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
KIRP	NDR	Fetal-renal-cortex-tissue	DNase-seq	GSM878667	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR412526,SRR412527,SRR412528,SRR412529	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/KIRP/Fetal-renal-cortex-tissue_GSM878667_DNase-seq_KIRP.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	Fetal-differentiated-hepatocytes	DNase-seq	ENCFF592AII,ENCFF419TRY,ENCFF507WLP,ENCFF600TAP	ENCSR364MFN	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/Fetal-differentiated-hepatocytes_ENCFF592AII,ENCFF419TRY,ENCFF507WLP,ENCFF600TAP_DNase-seq_LIHC.bed.gz
LIHC	NDR	HepG2	DNase-seq	GSM646559	GSE26328	22955618	An expansive human regulatory lexicon encoded in transcription factor footprints	SRR089667,SRR089668,SRR089669	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/HepG2_GSM646559_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	HepG2	DNase-seq	GSM748509	GSE30227	21750106	Open chromatin defined by DNaseI and FAIRE identifies regulatory elements that shape cell-type identity	SRR298991	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/HepG2_GSM748509_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	Huh-7	DNase-seq	GSM816641	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR352410,SRR352411	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/Huh-7_GSM816641_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	HepG2	DNase-seq	GSM816662	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR352441,SRR352442,SRR352443	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/HepG2_GSM816662_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	Hepatocytes	DNase-seq	GSM816663	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR352444,SRR352445	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/Hepatocytes_GSM816663_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	Huh-7.5	DNase-seq	GSM816671	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR352457,SRR352458	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/Huh-7.5_GSM816671_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LIHC	NDR	Hepatic-stellate-cells	DNase-seq	GSM816672	GSE32970	22955983	Predicting cell-type-specific gene expression from regions of open chromatin	SRR352459,SRR352460	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LIHC/Hepatic-stellate-cells_GSM816672_DNase-seq_LIHC.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM1904734	GSE74180	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR2927089	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM1904734_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM2692559	GSE100750	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR5800657	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM2692559_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM2692560	GSE100750	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR5800658	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM2692560_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM2692561	GSE100750	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR5800659	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM2692561_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM2692567	GSE100750	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR5800665	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM2692567_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	ATAC-seq	GSM2692570	GSE100750	28781121	Repression of Stress-Induced LINE-1 Expression Protects Cancer Cell Subpopulations from Lethal Drug Exposure	SRR5800668	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM2692570_ATAC-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	ENCFF175JRX,ENCFF720YBN,ENCFF092XJN,ENCFF231HIA	ENCSR582IPV	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_ENCFF175JRX,ENCFF720YBN,ENCFF092XJN,ENCFF231HIA_DNase-seq_LUAD.bed.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	ENCFF136PUE,ENCFF257IVL,ENCFF608NIH,ENCFF444MOT	ENCSR627NIF	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_ENCFF136PUE,ENCFF257IVL,ENCFF608NIH,ENCFF444MOT_DNase-seq_LUAD.bed.gz
LUAD	NDR	PC-9	DNase-seq	ENCFF900MQZ,ENCFF950NPM,ENCFF170GPV,ENCFF764SPP	ENCSR940NLN	22955616	An integrated encyclopedia of DNA elements in the human genome	NA	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_ENCFF900MQZ,ENCFF950NPM,ENCFF170GPV,ENCFF764SPP_DNase-seq_LUAD.bed.gz
LUAD	NDR	A549	DNase-seq	GSM1014517	GSE26328	22955618	An expansive human regulatory lexicon encoded in transcription factor footprints	SRR585889,SRR585890,SRR585891	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/A549_GSM1014517_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM1027344	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609614,SRR609615	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM1027344_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM1027345	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR609616,SRR609617	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM1027345_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	PC-9	DNase-seq	GSM1546554	GSE63356	22955616	An integrated encyclopedia of DNA elements in the human genome	SRR1654372	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/PC-9_GSM1546554_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM530656	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066168,SRR066169	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM530656_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM530662	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066186,SRR066187	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM530662_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM595915	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066346,SRR066347,SRR066348	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM595915_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM595916	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066349,SRR066350	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM595916_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
LUAD	NDR	Fetal-lung-tissue	DNase-seq	GSM595921	GSE18927	20944595	The NIH Roadmap Epigenomics Mapping Consortium	SRR066355	NA	NA	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Open_chromatin/LUAD/Fetal-lung-tissue_GSM595921_DNase-seq_LUAD.filt.nodup.srt.MACS2.narrowPeak.gz
