Cancer_type	Regulatory_element	Cell_or_tissue	Factor	GEO_Sample_ID_or_ENCODE_file_ID	GEO_Series_ID_or_ENCODE_experiment_ID	PMID	Title	SRA_run_ID	Input_GEO_Sample_ID	Input_SRA_run_ID	File_URL
BRCA	enhancer	MDA-MB-231	H3K4me1	GSM1855985	GSE72141	32811816	Interaction of the pioneer transcription factor GATA3 with nucleosomes	SRR2171305	GSM1855997,GSM1855998	SRR2171317,SRR2171318	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231_GSM1855985_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-231-MCF7	H3K27ac	GSM1693019	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035165	GSM1693031	SRR2035177	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-231-MCF7_GSM1693019_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	MDA-MB-468	H3K27ac	GSM1589470	GSE69107	26406377	CDK7-dependent transcriptional addiction in triple-negative breast cancer	SRR1769371	GSM1589471	SRR1769372	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/MDA-MB-468_GSM1589470_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797150	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116438	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797150_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797151	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116439	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797151_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797152	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116440	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797152_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797153	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116441	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797153_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797154	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116442	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797154_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797155	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116443	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797155_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	Primary-breast-tumor-tissue	H3K4me1	GSM2797156	GSE104399	29396493	Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer	SRR6116444	GSM2797159	SRR6116447	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/Primary-breast-tumor-tissue_GSM2797156_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SKBR-3	H3K27ac	GSM2258794	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997283	GSM2258810,GSM2258811	SRR3997299,SRR3997300	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SKBR-3_GSM2258794_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SKBR-3	H3K27ac	GSM2258795	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997284	GSM2258810,GSM2258811	SRR3997299,SRR3997300	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SKBR-3_GSM2258795_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SKBR-3	H3K4me1	GSM2258801	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997290	GSM2258810,GSM2258811	SRR3997299,SRR3997300	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SKBR-3_GSM2258801_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM149	H3K27ac	GSM1842713	GSE63584	26735014	Response and resistance to BET bromodomain inhibitors in triple-negative breast cancer	SRR2141992	GSM1842715	SRR2141994	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM149_GSM1842713_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM149R	H3K27ac	GSM1842708	GSE63584	26735014	Response and resistance to BET bromodomain inhibitors in triple-negative breast cancer	SRR2141987	GSM1842710	SRR2141989	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM149R_GSM1842708_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT	H3K27ac	GSM1553142	GSE63584	26735014	Response and resistance to BET bromodomain inhibitors in triple-negative breast cancer	SRR1692391	GSM1553140	SRR1692389	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT_GSM1553142_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT	H3K4me1	GSM2330569	GSE87424	28108460	Enhancer Remodeling during Adaptive Bypass to MEK Inhibition Is Attenuated by Pharmacologic Targeting of the P-TEFb Complex	SRR4299700	GSM2330573	SRR4299704	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT_GSM2330569_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT-BT-474	H3K27ac	GSM1693020	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035166	GSM1693032	SRR2035178	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT-BT-474_GSM1693020_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT-MCF7	H3K27ac	GSM1693022	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035168	GSM1693033	SRR2035179	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT-MCF7_GSM1693022_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT-T47D	H3K27ac	GSM1693023	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035169	GSM1693034	SRR2035180	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT-T47D_GSM1693023_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159PT-ZR-75-1	H3K27ac	GSM1693024	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035170	GSM1693035	SRR2035181	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159PT-ZR-75-1_GSM1693024_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	SUM159R	H3K27ac	GSM1553137	GSE63584	26735014	Response and resistance to BET bromodomain inhibitors in triple-negative breast cancer	SRR1692386	GSM1553135	SRR1692384	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/SUM159R_GSM1553137_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	T47D	H3K27ac	GSM1589474	GSE69107	26406377	CDK7-dependent transcriptional addiction in triple-negative breast cancer	SRR1769375	GSM1589473	SRR1769374	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/T47D_GSM1589474_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	UACC812	H3K27ac	GSM2258777	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997266	GSM2258792,GSM2258793	SRR3997281,SRR3997282	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/UACC812_GSM2258777_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	UACC812	H3K4me1	GSM2258782	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997271	GSM2258792,GSM2258793	SRR3997281,SRR3997282	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/UACC812_GSM2258782_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-1	H3K27ac	GSM1589472	GSE69107	26406377	CDK7-dependent transcriptional addiction in triple-negative breast cancer	SRR1769373	GSM1589477	SRR1769378	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-1_GSM1589472_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-1	H3K27ac	GSM1693026	GSE69112	26051943	Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer	SRR2035172	GSM1693037	SRR2035183	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-1_GSM1693026_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-1	H3K27ac	GSM2258740	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997229	GSM2258756,GSM2258757	SRR3997245,SRR3997246	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-1_GSM2258740_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-1	H3K4me1	GSM2258746	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997235	GSM2258756,GSM2258757	SRR3997245,SRR3997246	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-1_GSM2258746_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-1	H3K4me1	GSM2258747	GSE85158	29273624	Enhancer transcription reveals subtype-specific gene expression programs controlling breast cancer pathogenesis	SRR3997236	GSM2258756,GSM2258757	SRR3997245,SRR3997246	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-1_GSM2258747_H3K4me1_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
BRCA	enhancer	ZR-75-30	H3K27ac	GSM2029586	GSE71327	27058665	Suppression of Enhancer Overactivation by a RACK7-Histone Demethylase Complex	SRR3090760	GSM1832650	SRR2126431	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/BRCA/ZR-75-30_GSM2029586_H3K27ac_BRCA.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	C101	H3K4me1	GSM883664	GSE36401	22499810	Epigenomic enhancer profiling defines a signature of colon cancer	SRR424617	GSM883677	SRR424630	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/C101_GSM883664_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	C91	H3K4me1	GSM883663	GSE36401	22499810	Epigenomic enhancer profiling defines a signature of colon cancer	SRR424616	GSM883676	SRR424629	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/C91_GSM883663_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Caco2	H3K27ac	GSM2532773	GSE96069	28576751	Targeting of super-enhancers and mutant BRAF can suppress growth of BRAF-mutant colon cancer cells via repression of MAPK signaling pathway	SRR5333003	GSM2532774	SRR5333004	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Caco2_GSM2532773_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO205	H3K27ac	GSM1890738	GSE73319	26752646	CCAT1 is an enhancer-templated RNA that predicts BET sensitivity in colorectal cancer	SRR2481805	GSM1890739	SRR2481806	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO205_GSM1890738_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO205	H3K27ac	GSM2058025	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157780	GSM2058098	SRR3157853	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO205_GSM2058025_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO205	H3K4me1	GSM2058063	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157818	GSM2058098	SRR3157853	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO205_GSM2058063_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO320	H3K27ac	GSM1890750	GSE73319	26752646	CCAT1 is an enhancer-templated RNA that predicts BET sensitivity in colorectal cancer	SRR2481817	GSM1890751	SRR2481818	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO320_GSM1890750_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO741	H3K27ac	GSM1296640	GSE53602	NA	NA	SRR1057517	GSM1296639	SRR1057516	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO741_GSM1296640_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	COLO741	H3K27ac	GSM1890757	GSE73319	26752646	CCAT1 is an enhancer-templated RNA that predicts BET sensitivity in colorectal cancer	SRR2481824	GSM1890759	SRR2481826	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/COLO741_GSM1890757_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K27ac	GSM2058021	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157776	GSM2058094	SRR3157849	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058021_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K27ac	GSM2058022	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157777	GSM2058095	SRR3157850	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058022_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K27ac	GSM2058023	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157778	GSM2058096	SRR3157851	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058023_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K27ac	GSM2058024	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157779	GSM2058097	SRR3157852	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058024_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K4me1	GSM2058059	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157814	GSM2058094	SRR3157849	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058059_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K4me1	GSM2058060	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157815	GSM2058095	SRR3157850	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058060_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K4me1	GSM2058061	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157816	GSM2058096	SRR3157851	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058061_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K4me1	GSM2058062	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157817	GSM2058097	SRR3157852	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM2058062_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	DL23	H3K27ac	GSM1216740	GSE50243	24360957	FOXO3 selectively amplifies enhancer activity to establish target gene regulation	SRR957792	GSM1216739	SRR957790,SRR957791	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/DL23_GSM1216740_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	DL23	H3K4me1	GSM1216741	GSE50243	24360957	FOXO3 selectively amplifies enhancer activity to establish target gene regulation	SRR957794	GSM1216739	SRR957790,SRR957791	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/DL23_GSM1216741_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-sigmoid-colon	H3K27ac	GSM910559	GSE16256	23526891	RFECS: a random-forest based algorithm for enhancer identification from chromatin state	SRR458432	GSM906422	SRR449627	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-sigmoid-colon_GSM910559_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-sigmoid-colon	H3K27ac	GSM915331	GSE16256	23526891	RFECS: a random-forest based algorithm for enhancer identification from chromatin state	SRR486244	GSM1059456	SRR643656	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-sigmoid-colon_GSM915331_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-colon-crypt	H3K4me1	GSM883665	GSE36401	22499810	Epigenomic enhancer profiling defines a signature of colon cancer	SRR424618	GSM883678	SRR424631	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-colon-crypt_GSM883665_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-sigmoid-colon	H3K4me1	GSM956020	GSE16256	23526891	RFECS: a random-forest based algorithm for enhancer identification from chromatin state	SRR518297	GSM1059456	SRR643656	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-sigmoid-colon_GSM956020_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	Normal-sigmoid-colon	H3K4me1	GSM956023	GSE16256	23526891	RFECS: a random-forest based algorithm for enhancer identification from chromatin state	SRR518300	GSM906422	SRR449627	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/Normal-sigmoid-colon_GSM956023_H3K4me1_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1415876	GSE58638	25747664	The role of DNA methylation in directing the functional organization of the cancer epigenome	SRR1425174	GSM1415880	SRR1425178	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1415876_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1835982	GSE71514	27941798	ARID1A loss impairs enhancer-mediated gene regulation and drives colon cancer in mice	SRR2133608	GSM1835993	SRR2133619	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1835982_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1866701	GSE72622	26981421	Genome-wide analysis of KAP1, the 7SK snRNP complex, and RNA polymerase II	SRR2229184	GSM1866702	SRR2229188,SRR2229189,SRR2229190,SRR2229191	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1866701_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1866974	GSE72631	26743005	Effects on the transcriptome upon deletion of a distal element cannot be predicted by the size of the H3K27Ac peak in human cells	SRR2242908	GSM1866972	SRR2242906	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1866974_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1866975	GSE72631	26743005	Effects on the transcriptome upon deletion of a distal element cannot be predicted by the size of the H3K27Ac peak in human cells	SRR2242909	GSM1866973	SRR2242907	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1866975_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM1890730	GSE73319	26752646	CCAT1 is an enhancer-templated RNA that predicts BET sensitivity in colorectal cancer	SRR2481797	GSM1890731	SRR2481798	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM1890730_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2058026	GSE77737	28169291	Hotspots of aberrant enhancer activity punctuate the colorectal cancer epigenome	SRR3157781	GSM2058099	SRR3157854	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2058026_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2175555	GSE81795	27447986	An Evolutionary Conserved Epigenetic Mark of Polycomb Response Elements Implemented by Trx/MLL/COMPASS	SRR3575314	GSM2175565	SRR3575324	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2175555_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2175556	GSE81795	27447986	An Evolutionary Conserved Epigenetic Mark of Polycomb Response Elements Implemented by Trx/MLL/COMPASS	SRR3575315	GSM2175566	SRR3575325	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2175556_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2265670	GSE78801	28263307	Therapeutic targeting of polycomb and BET bromodomain proteins in diffuse intrinsic pontine gliomas	SRR4014899	GSM2009546	SRR4014904	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2265670_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2571028	GSE97527	28860207	PAF1 regulation of promoter-proximal pause release via enhancer activation	SRR5441411	GSM2571023	SRR5441406	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2571028_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2571029	GSE97527	28860207	PAF1 regulation of promoter-proximal pause release via enhancer activation	SRR5441412	GSM2571024	SRR5441407	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2571029_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2667958	GSE97527	28860207	PAF1 regulation of promoter-proximal pause release via enhancer activation	SRR5682143	GSM2571023	SRR5441406	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2667958_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2667959	GSE97527	28860207	PAF1 regulation of promoter-proximal pause release via enhancer activation	SRR5682147	GSM2571024	SRR5441407	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2667959_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2712746	GSE101708	29240919	Genome-wide Dose-dependent Inhibition of Histone Deacetylases Reveals Their Roles in Enhancer Remodeling and Suppression of Oncogenic Super-enhancers	SRR5855055	GSM2712745	SRR5855054	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2712746_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2719748	GSE101975	28967863	Chromatin accessibility underlies synthetic lethality of SWI/SNF subunits in ARID1A-mutant cancers	SRR5876182	GSM2719764	SRR5876198	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2719748_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
COAD	enhancer	HCT116	H3K27ac	GSM2719749	GSE101975	28967863	Chromatin accessibility underlies synthetic lethality of SWI/SNF subunits in ARID1A-mutant cancers	SRR5876183	GSM2719764	SRR5876198	https://github.com/rhielab/TENET.AnnotationHub_files/raw/main/Enhancer/COAD/HCT116_GSM2719749_H3K27ac_COAD.filt.nodup.srt.MACS2.narrowPeak.gz
